Price,Road Tax,COE Left,Mileage,Transmission,Deregistration,OMV,COE Price,Curb Weight,No. Of Owners,Vehicle Type
280800,7.090076835776092,2006,62000,1,101397,74592,39401,1365,1,6
52900,6.230481447578482,1155,76000,1,24113,18689,48000,1285,2,5
43777,7.326465613840322,610,91000,1,24491,21644,71509,1780,2,3
39900,6.525029657843462,761,88000,1,17621,19386,55889,1190,2,5
84800,6.525029657843462,2067,63000,1,25742,13788,26999,1085,1,2
44800,6.403574197934815,884,105232,1,21501,16597,46502,1650,1,3
76900,6.359573868672378,1827,38000,1,23006,15689,31917,1030,2,1
79800,8.112227958349724,2012,140000,1,19656,85295,35411,1850,3,4
61800,7.086737934510577,855,81388,1,26195,27715,45009,1610,2,5
123800,7.326465613840322,769,59000,1,52388,48440,55501,1760,2,6
141800,8.636219897837877,2623,115000,1,29403,101821,40714,1880,6,6
87800,7.10002716662926,769,69752,1,59214,54597,56889,1660,3,4
92000,7.767263996757308,278,125000,1,67579,85073,64889,1750,2,4
54800,6.60934924316738,1097,87001,1,26047,17982,47300,1205,2,2
294800,7.085064293952548,2222,16000,1,94802,64854,40790,1795,1,5
78500,6.60934924316738,1612,92555,1,32656,19724,42339,1249,2,2
74888,7.10002716662926,1313,93000,1,31766,19249,53001,1540,2,5
104800,7.767263996757308,399,32000,1,52323,56353,61001,1585,2,4
148800,7.085064293952548,1128,89000,1,72815,62469,57903,1845,1,5
72900,6.359573868672378,1825,69000,1,20855,15864,32699,1052,1,1
48800,7.098375638590786,461,124630,1,32279,34667,76889,1680,3,5
41800,6.6039438246004725,796,90000,1,20751,14550,54301,1295,2,2
100777,6.606650186198215,1670,97000,1,40938,28937,38941,1435,3,1
129777,6.60934924316738,2557,73000,1,55387,30987,40990,1430,1,5
140800,6.396929655216146,3139,15700,1,95971,21569,92090,1323,1,5
1558,9.017968479328726,3130,3000,1,465311,310140,87000,2490,1,4
60900,6.6039438246004725,1460,120000,1,25725,12707,41761,1295,1,2
171800,7.069874128458572,2709,36200,1,69538,38681,47001,1695,2,4
38800,6.930494765951626,738,172372,1,14863,17514,51518,1210,4,3
56800,6.883462586413092,919,99900,1,31749,31410,51010,1480,1,4
57500,6.230481447578482,1553,69888,1,23447,13622,46791,1048,1,1
138800,8.894807371368625,2377,155462,1,21989,145162,33568,1875,3,6
60800,6.436150368369428,1367,90600,1,23520,20408,44002,1249,2,1
60800,6.933423025730715,1830,109000,1,15283,16949,30284,1313,3,2
53800,7.2909747781429814,1466,132000,1,20415,17609,50451,1350,2,3
113888,6.436150368369428,2225,41888,1,37957,20002,36502,1270,2,1
42800,6.525029657843462,915,101218,1,17866,19733,47300,1190,2,5
59800,6.52795791762255,852,108831,1,26593,27677,46970,1425,2,4
74000,7.806696372521179,1734,185000,1,16863,30686,34991,1750,5,3
35800,7.00397413672268,888,140000,1,11488,11595,46077,1162,2,2
44800,5.204006687076795,912,72635,1,14417,20600,30889,1190,1,5
86800,7.491087593534876,1188,97700,1,42822,36195,46229,1615,3,4
373800,7.085064293952548,3412,5000,1,160656,63547,118001,1920,1,5
323800,7.767263996757308,2621,45000,1,107092,68529,49300,2109,1,5
151800,7.491087593534876,1524,98000,1,51376,33655,57390,2020,1,3
53800,6.6039438246004725,1098,134000,1,26624,16883,51507,1295,1,2
35800,7.086737934510577,429,130000,1,20654,28272,74389,1610,2,5
184800,7.862497197230545,3290,121000,1,98919,80163,109643,1750,4,4
55800,6.403574197934815,1101,79000,1,29782,14362,52751,1440,1,2
76800,7.098375638590786,1341,56000,1,34817,24596,47501,1626,1,5
43998,7.098375638590786,794,157339,1,22983,18062,55001,1535,1,3
68998,7.098375638590786,1102,88533,1,30798,17537,50101,1532,2,3
124500,5.971261839790462,3197,36980,1,74391,18410,80000,970,1,5
41888,6.230481447578482,917,120000,1,19981,18974,46009,1285,1,5
134800,7.098375638590786,1496,110831,1,68287,50933,57390,1540,1,4
129555,5.971261839790462,2617,36560,1,46419,22090,40714,1280,1,4
19900,7.487733761436444,186,43914,1,14104,23578,77003,1498,3,4
85998,7.503840746698951,1950,198308,0,17191,30911,31933,1345,4,6
228800,7.775695749915245,1677,54555,1,114881,92391,39000,1940,1,4
62000,6.6039438246004725,1524,102000,1,28511,12600,46791,1295,1,2
53800,8.181160858023409,1253,179000,1,17449,81044,50347,1850,3,4
270000,8.033334015880062,1642,112390,1,154139,122630,44000,2220,1,4
58800,7.086737934510577,795,102831,1,30400,29683,60001,1610,2,5
68000,5.971261839790462,1133,61730,1,22395,22452,42902,1165,2,1
31300,6.692083742506628,798,144000,1,8278,22083,18652,1377,3,2
215000,7.091742115095153,2464,7550,1,78175,55854,35001,1640,1,4
248800,9.005036738790304,3293,85000,1,99009,97182,109643,1730,6,6
175000,7.776535028185241,1337,111600,1,104099,87886,53001,1770,2,4
118000,6.606650186198215,1673,88200,1,48408,37480,37605,1425,2,4
179800,7.767263996757308,972,71100,1,121191,115517,49000,1900,1,4
63300,7.503840746698951,1923,168000,1,16629,25948,31335,1530,1,4
40800,6.525029657843462,976,136777,1,21945,16622,55200,1321,3,2
77800,7.424761761823209,2198,149201,1,22707,22003,37502,1380,4,3
81888,7.659171367666058,642,113000,1,49266,54770,58109,1730,3,4
147998,6.606650186198215,2044,55312,1,54034,35914,39401,1490,1,4
222555,6.52795791762255,3502,900,1,121324,36835,92000,1500,1,5
858800,8.85366542803745,2439,7200,1,359935,265996,32500,2437,1,4
46888,6.52795791762255,734,128000,1,26995,26870,59889,1360,1,1
129998,6.436150368369428,1827,87889,1,42345,26038,35943,1572,1,5
204888,6.373319789577012,2468,27000,1,56360,35445,37109,1385,1,4
132800,7.091742115095153,1127,113831,1,68748,57757,49000,1615,1,4
191800,7.775695749915245,1832,102000,1,85665,67295,31307,1845,1,5
77800,6.946013991099227,2192,158154,1,18462,37434,30574,1255,6,6
49500,6.612041034833092,947,159000,1,22105,15849,47889,1480,1,5
154000,6.60934924316738,2738,45000,1,77481,35407,61190,1428,1,5
957888,8.274357006756292,3531,66,1,321374,158434,108006,2595,1,5
123800,8.037220031133012,2742,151185,1,35727,76947,47316,1875,6,6
1510,8.671458150427666,3435,36,1,502501,268823,110000,1450,1,6
111800,6.495265555937008,2282,80620,1,35300,18674,34001,1110,1,5
148000,7.775695749915245,947,170200,1,74479,75114,38610,1940,1,5
258000,7.775695749915245,1893,65400,1,119272,91812,31101,1940,1,4
343000,7.775695749915245,3041,2500,1,153514,71226,93590,1875,1,5
204888,7.090076835776092,1277,54200,1,85308,72368,53300,1365,3,6
53800,6.933423025730715,1645,165210,1,17569,16847,38655,1313,3,2
46800,7.091742115095153,240,129000,1,32890,49580,67304,1680,2,4
56998,7.2868764117507,1675,153778,1,17914,51263,38712,1540,5,4
76800,6.525029657843462,1857,88000,1,23658,14466,25000,1310,2,2
42800,7.014814351275545,1336,157000,1,18724,15245,50625,1115,2,2
223800,7.085064293952548,3289,19000,1,114331,33340,108003,1678,1,5
18800,7.221835825288449,433,155000,1,4793,20987,19657,1350,3,3
53888,6.60934924316738,973,98000,1,27831,26753,49156,1320,2,3
93800,6.52795791762255,1369,88988,1,39927,32342,50001,1430,2,5
59800,6.60934924316738,763,85000,1,27607,19491,53334,1249,3,2
1750,8.27893600229198,3562,47,1,659245,364161,105459,2295,1,6
36800,6.8658910748834385,977,118000,1,12292,11164,22636,1267,3,2
43500,6.429719478039138,576,70591,1,25869,26619,77600,1373,5,1
107998,7.063903961472068,2773,125277,1,37961,54305,49716,1470,5,6
139800,6.373319789577012,2195,52150,1,51056,33032,37000,1410,1,1
198800,7.491087593534876,1894,64242,1,60796,48189,31001,2045,1,3
69800,7.098375638590786,1252,83000,1,34118,23955,51000,1626,2,5
39800,6.6039438246004725,732,126782,1,22556,17892,57301,1295,1,2
68500,6.881411303642535,1216,77000,1,29226,20133,48556,1350,1,3
99800,6.525029657843462,2460,68000,1,32033,21881,33000,1130,1,7
132000,6.373319789577012,2197,19000,1,55043,30464,48010,1365,2,1
32800,6.8658910748834385,949,118000,1,11932,12704,22636,1251,3,2
55088,7.085064293952548,368,98000,1,36090,37812,60789,1790,2,3
2487,9.017968479328726,3555,102,1,834960,472997,102002,2819,1,5
91800,7.737616282857904,2193,112000,1,22655,34730,37502,1770,3,3
29500,6.429719478039138,580,120500,1,14973,17553,66590,1417,1,2
176000,7.487733761436444,2615,61200,1,63163,32063,49300,1808,1,5
69800,7.098375638590786,763,35000,0,33699,30406,62019,1057,1,6
131800,6.359573868672378,3352,79,1,77745,16270,80000,1070,1,1
52007,6.230481447578482,1186,99952,1,25638,18725,50889,1285,1,5
89888,6.60934924316738,1494,59264,1,28601,20645,28000,1249,2,2
51500,7.098375638590786,915,120000,1,23742,19665,47510,1535,1,3
73000,6.396929655216146,1642,96334,1,22225,17555,37330,1240,1,1
152888,7.767263996757308,1157,80000,1,80071,69608,53001,2025,2,5
79800,6.230481447578482,1619,50000,1,31088,20452,37000,1325,1,5
41800,7.098375638590786,401,95222,1,22329,18404,62140,1535,2,3
130800,7.091742115095153,1499,124342,1,66434,52579,48109,1605,1,4
131000,6.606650186198215,2257,64033,1,45164,27715,35320,1435,1,5
328800,7.776535028185241,2011,21153,1,145227,103421,52410,2320,2,5
55800,6.525029657843462,1223,94561,1,26539,20569,48401,1321,1,2
128800,6.52795791762255,2460,25800,1,43157,23639,35889,1393,2,5
87800,7.098375638590786,1192,90000,1,44365,36832,48209,1570,1,3
136900,6.52795791762255,2435,42000,1,48414,32721,32500,1320,2,1
69800,7.098375638590786,795,110000,1,42429,40432,60001,1615,2,4
154800,7.098375638590786,1492,88000,1,63897,53680,32001,1530,1,4
102500,7.098375638590786,761,85000,1,48407,43504,57002,1715,3,6
48888,6.883462586413092,790,117000,1,25198,19953,62019,1360,1,3
70800,6.52795791762255,1642,65000,1,28646,15908,38830,1078,1,2
51800,6.785587645007929,1678,133000,1,17704,11850,38192,1010,4,1
65800,7.2909747781429814,1611,126000,1,20021,16413,44998,1410,2,5
61800,6.946013991099227,2198,155000,1,18512,20294,30574,1275,2,2
63800,6.933423025730715,2043,71000,1,15715,17926,27886,1313,3,2
61500,7.098375638590786,912,67000,1,31089,28695,46502,1480,2,4
95800,7.755767170102998,2227,126000,1,24349,41260,34935,1725,1,4
29900,6.60934924316738,370,67900,1,16289,24227,72180,1310,2,1
112800,7.0967213784947605,1831,53000,1,36166,17946,38602,1591,2,5
118800,5.971261839790462,3107,12800,1,65987,18383,72996,970,1,5
130800,6.525029657843462,3109,5000,1,68536,23722,70901,1250,1,5
92800,6.60934924316738,2067,54460,1,31326,20881,26999,1230,1,2
63500,7.2909747781429814,1833,209974,1,16316,23035,32279,1219,2,2
173800,6.373319789577012,2340,34529,1,52022,36294,30890,1420,1,4
121000,6.52795791762255,2253,39716,1,45949,30044,33009,1380,3,1
82800,6.6039438246004725,1923,34800,1,22878,13828,23568,1287,1,2
89800,6.230481447578482,1617,54900,1,39339,28270,38830,1270,2,5
272800,7.422971251049421,3077,23000,1,134265,52978,98889,1760,1,5
87888,6.525029657843462,2194,70970,1,32135,15572,34001,1100,1,2
248800,6.525029657843462,3130,46000,1,123299,48503,99999,1675,1,4
206800,7.085064293952548,3014,20000,1,94987,33484,88000,1678,1,5
58500,6.60934924316738,760,120000,1,27019,19491,51506,1249,2,2
104800,6.359573868672378,3047,13000,1,43051,16864,47001,1070,2,1
49888,6.436150368369428,828,127480,1,23484,26909,51301,1300,3,1
110800,7.421775793644647,2371,112000,1,22026,37422,33568,1466,3,6
181800,7.098375638590786,2464,49999,1,74156,52877,35001,1540,2,4
168500,6.52795791762255,3352,1300,1,99146,33558,88007,1375,1,4
71800,7.490529402060711,1461,105600,1,17035,51884,34991,1280,4,6
168888,7.098375638590786,2460,49888,1,60882,39959,36502,1535,3,6
62800,7.898782356970309,1615,108300,1,18346,64690,40881,1685,4,6
28200,7.326465613840322,367,145000,1,20778,23247,72180,1780,1,3
118800,6.436150368369428,1863,52000,1,39177,27129,32302,1395,3,1
59800,6.60934924316738,1097,63200,1,26047,17982,47300,1205,2,2
220800,7.486613313139955,2556,37000,1,92233,51178,56100,1680,1,4
125000,6.6039438246004725,2402,56000,1,40963,20859,37705,1594,1,5
67800,6.716594773520978,2198,83332,1,18512,18625,30574,1060,4,1
64800,7.284820912568604,1859,139160,1,16474,18803,32121,1310,3,3
64000,6.606650186198215,912,94000,1,25160,24914,46970,1395,2,1
48800,7.098375638590786,914,87000,1,23580,18304,49602,1535,1,3
95000,7.085064293952548,736,120000,1,51984,52340,59889,1500,6,6
134800,5.971261839790462,2710,52600,1,50536,22279,44589,1280,1,4
41800,7.491087593534876,7,188000,1,27354,35305,73010,1615,2,4
44500,6.6039438246004725,914,79000,1,20026,14111,46009,1295,2,2
188000,7.069874128458572,2464,72000,1,57246,37616,34989,1782,2,7
107800,6.565264970035361,1861,78000,1,30256,23682,19001,1480,1,5
80800,6.60934924316738,1825,47000,1,31730,16713,32725,1205,1,2
49388,6.930494765951626,1648,140000,1,17495,15423,38655,1130,2,2
47800,6.525029657843462,979,92500,1,18914,20032,49000,1140,1,7
66800,5.472270673671475,1460,30000,1,14998,10942,14997,1345,1,2
49800,6.52795791762255,881,48000,1,27043,23133,51301,1221,1,5
81800,6.52795791762255,1523,75000,1,35527,25458,46791,1558,1,4
41800,6.60934924316738,399,61230,1,20819,17804,57089,1205,1,2
116800,5.971261839790462,2562,8008,1,50521,17777,47000,1190,1,1
88800,6.525029657843462,1465,69500,1,30045,19362,33798,1350,1,3
74800,7.098375638590786,919,97800,1,33927,31663,47000,1485,3,5
192800,7.098375638590786,2256,60800,1,74482,52323,40101,1745,1,5
57800,6.525029657843462,1126,77000,1,25819,23185,52668,1190,1,5
59800,6.606650186198215,946,106000,1,23526,23217,45000,1395,1,1
67800,6.946013991099227,2229,151000,1,19823,17853,32416,1195,6,2
70800,6.52795791762255,769,113222,1,30746,26078,56500,1324,1,2
165800,7.098375638590786,1496,103000,1,102520,78250,57000,1720,2,4
62800,7.014814351275545,2072,147163,1,17061,17853,29839,1195,4,2
45300,6.525029657843462,910,72000,1,17151,19404,46009,1190,1,5
166800,6.52795791762255,2588,28500,1,57206,34165,38504,1505,1,4
104800,6.436150368369428,2315,57500,1,35302,19031,32801,1289,1,2
204800,7.098375638590786,2797,24600,1,83637,41422,60109,1755,2,5
35888,6.883462586413092,548,155000,1,21762,23454,71889,1360,2,3
199800,7.776535028185241,1892,31000,1,104689,81088,30959,1835,4,4
94688,6.60934924316738,2065,54000,1,32194,20088,30009,1237,2,2
34800,7.2909747781429814,880,168000,1,12447,19294,50932,1219,2,2
58688,7.00397413672268,1984,160000,1,13895,15396,25525,1162,1,2
64800,6.86484777797086,2198,130000,1,18512,15434,30574,1325,2,2
53888,6.525029657843462,1009,91000,1,22238,21641,52503,1320,1,3
116800,6.525029657843462,2825,22100,1,38641,17515,45001,1090,1,2
75800,7.098375638590786,1251,108000,1,30947,19237,53300,1682,4,5
69999,6.6039438246004725,1553,66000,1,25460,13616,36890,1345,1,2
163800,7.098375638590786,1831,37944,1,60777,41972,38602,1832,1,5
181000,7.487733761436444,2832,47000,1,73747,31476,61112,1809,1,5
69800,6.606650186198215,1004,89000,1,30453,27886,53694,1430,2,4
43800,7.098375638590786,397,71000,1,21342,17483,61001,1535,1,3
76988,7.098375638590786,1494,78000,1,36774,22600,49012,1472,2,4
60800,6.933423025730715,1950,120000,1,13850,17531,25727,1313,3,2
93988,6.52795791762255,1460,65000,1,44906,34419,52000,1425,2,4
82988,6.436150368369428,1338,107900,1,36093,32098,49802,1450,2,4
99800,7.396335293800808,1096,91554,1,41399,27932,54406,1769,2,3
114988,7.767263996757308,400,89000,1,68676,72620,62101,1750,2,6
89988,6.396929655216146,1889,65000,1,29846,18255,31001,1240,1,1
37800,6.606650186198215,369,153000,1,23099,32984,73010,1425,2,4
106988,6.525029657843462,2564,23800,1,37280,20969,30010,1130,1,7
159800,6.52795791762255,3351,14000,1,107781,30886,88503,1340,1,1
155988,7.085064293952548,2226,82000,1,58285,34050,41001,1790,1,3
488000,7.768110378525988,1466,13000,1,177211,144255,31000,1500,2,6
65988,7.487733761436444,1160,75000,1,36488,25964,56340,1515,1,4
72988,7.091742115095153,731,108000,1,46630,46510,60001,1680,1,4
124988,5.971261839790462,2587,41000,1,54757,22373,47000,1369,1,5
96800,7.086737934510577,1125,140000,1,41505,33944,48005,1610,3,5
79800,7.503840746698951,1610,216000,1,19885,22646,44998,1312,5,2
47988,6.525029657843462,762,128000,1,20135,18440,51506,1036,1,1
67988,6.883462586413092,760,64000,1,42554,44560,61103,1645,2,4
27988,6.6039438246004725,519,121000,1,13496,14693,57199,1295,1,2
57988,7.098375638590786,976,103000,1,26678,19148,56000,1682,2,5
125000,7.503840746698951,1468,202000,0,17102,31517,34991,1270,6,6
83800,7.098375638590786,1129,85000,1,42327,33089,56206,1485,1,5
72800,7.098375638590786,1250,98000,1,30216,18134,53300,1682,1,5
49800,7.009408932708637,1947,185000,1,13759,11740,25727,1264,3,2
62800,6.612041034833092,1130,75000,1,23006,13452,36001,1449,1,1
74888,7.10002716662926,1215,72200,1,32608,22664,50621,1540,1,5
112988,6.60934924316738,2557,31500,1,48325,17007,45189,1205,1,2
106800,6.606650186198215,1679,95000,1,40280,28937,38000,1435,2,1
131888,6.52795791762255,2223,50000,1,52355,30645,37766,1380,1,1
89800,6.606650186198215,1185,85184,1,44010,37206,56206,1425,1,4
82988,6.230481447578482,2316,40000,1,26013,13694,35010,1048,1,1
215800,6.373319789577012,2956,14000,1,102571,35059,80000,1550,1,5
83988,7.086737934510577,1245,81000,1,38876,31675,53300,1610,2,5
85800,8.103796712981794,2012,138000,1,19656,92958,35411,1860,6,4
42888,6.6039438246004725,946,91000,1,20441,13572,47300,1284,2,2
168800,7.098375638590786,1701,80931,1,79601,64699,37605,1615,2,4
118800,7.0967213784947605,2589,63000,1,41829,16705,41101,1489,1,5
55388,6.930494765951626,1673,181000,0,17652,14442,38192,1050,6,1
122800,6.60934924316738,2796,12000,1,42257,21219,48510,1280,1,2
65000,6.359573868672378,1642,77910,1,21171,15077,38830,1030,2,1
54888,6.436150368369428,979,137200,1,25905,25046,57010,1288,1,1
65988,6.930494765951626,2012,171000,1,14529,16628,26175,1050,6,1
212988,6.52795791762255,3348,25000,1,113452,36561,88007,1500,1,5
208800,6.373319789577012,2954,27698,1,74765,30367,64700,1555,1,5
72800,6.525029657843462,1610,72000,1,24963,18932,42339,1130,2,7
147000,8.110727582974489,1340,13500,1,52997,43525,50110,1995,2,5
66800,5.204006687076795,2035,53000,1,16014,13830,10000,1010,2,1
85800,6.436150368369428,1702,94657,1,36844,25069,38001,1414,3,3
108988,6.606650186198215,1736,66000,1,41333,28937,38941,1435,2,5
174000,7.091742115095153,1705,58000,1,72559,59204,38389,1740,1,6
62800,7.2868764117507,1617,133000,1,18368,35202,40881,1580,3,4
76800,6.359573868672378,1828,63000,1,20144,15614,27000,1030,2,1
62988,6.606650186198215,1125,81000,1,24320,21712,52668,1395,2,1
94800,7.098375638590786,739,138000,1,39349,32841,57903,1365,2,6
40800,7.396335293800808,395,30228,1,25117,27519,72890,1855,1,3
38988,7.098375638590786,644,138400,1,21150,17311,65501,1535,1,3
69800,7.0967213784947605,1307,61000,1,28955,14835,53001,1591,1,5
168888,8.60922527686273,3078,100000,1,70704,100296,83464,1945,6,6
277999,7.724004656676065,1919,17000,1,115649,88655,32200,1730,2,6
92888,5.971261839790462,2465,50000,1,28356,18185,32699,1185,1,5
85999,7.069874128458572,1095,71000,1,43613,36151,53001,1722,1,5
38800,7.10002716662926,365,94500,1,21725,19212,60789,1460,1,4
111988,6.6039438246004725,2768,32000,1,47313,14302,48002,1287,1,2
81988,7.098375638590786,764,119000,1,45491,45526,60689,1530,3,4
96500,6.6039438246004725,2101,62949,1,35254,18634,36704,1287,1,2
204800,8.426830751335846,1186,81400,1,132832,114261,52807,1865,1,4
31800,6.230481447578482,737,86977,1,16338,18358,56001,1150,3,1
106800,5.488937726156687,2738,33800,1,28360,18658,32640,1280,1,2
61988,7.2909747781429814,1735,161000,1,16872,19860,34991,1370,4,3
70500,6.230481447578482,1949,41089,1,17902,13467,26301,1048,2,1
131988,6.396929655216146,2676,7500,1,53319,24193,46002,1323,1,5
111388,6.606650186198215,1825,95000,1,36413,28410,25000,1435,1,5
109800,7.491087593534876,1130,91000,1,52213,40888,51000,1615,1,4
64800,6.525029657843462,1528,16773,1,25525,18444,46791,1090,1,2
101988,7.767263996757308,764,88000,1,59077,59107,60689,1750,3,6
205000,8.928640371201949,1921,56600,1,17016,134546,31933,1880,1,6
87300,6.6039438246004725,2073,48000,1,23958,14501,22869,1287,1,2
61800,6.436150368369428,912,120088,1,32829,29832,49602,1480,1,5
89988,6.6039438246004725,2252,56000,1,29042,12108,32309,1287,1,2
88500,6.525029657843462,1828,42000,1,26455,20197,31917,1130,1,7
80800,6.525029657843462,1890,83000,1,26403,17916,25000,1331,2,2
