Brand,Price,Depreciation,Road Tax,Registration Date,COE Left,Mileage,Manufacture Year,Transmission,Deregistration,OMV,ARF,COE Price,Engine Capacity,Power,Curb Weight,No. Of Owners,Vehicle Type
Audi,109000,17740,1194,31-Oct-2018,1825,109000,2017,Auto,44696,33206,38489,32900,1984,140.0,1480,3,Luxury Sedan
Volkswagen,30500,13880,1552,21-Dec-2010,790,98987,2010,Auto,8946,25871,25871,20357,1984,125.0,1648,4,SUV
BMW,253500,49580,2362,31-Aug-2017,1095,41000,2016,Auto,99317,82904,121228,52751,2979,331.0,1560,3,Sports Car
Honda,122000,14080,578,04-Apr-2022,3074,52000,2021,Auto,64484,15859,5000,71556,1317,72.0,1070,1,Hatchback
Mercedes-Benz,45800,28730,1202,16-Jun-2014,245,119000,2014,Auto,30975,46713,52399,70002,1991,155.0,1680,3,Luxury Sedan
McLaren,1820,203500,3940,08-Jul-2021,2802,3100,2021,Auto,410601,286513,487724,63002,3994,563.0,1339,2,Sports Car
Honda,32800,20540,684,30-Mar-2015,524,140000,2015,Auto,11919,15274,5274,61410,1498,96.0,1046,3,Hatchback
Mazda,66000,27860,1210,08-Oct-2015,402,105000,2015,Auto,24248,20876,20876,64007,1998,111.0,1535,3,MPV
Mercedes-Benz,79800,20270,740,13-Jan-2017,1187,83000,2016,Auto,34448,28886,27441,50951,1595,90.0,1435,2,SUV
Hyundai,83500,14910,600,20-Sep-2018,1499,95649,2018,Auto,29657,19445,19445,32429,1353,103.0,1457,2,Stationwagon
Kia,12800,12230,1033,27-Oct-2009,371,137000,2009,Manual,3200,10072,10072,15287,1591,92.7,1227,3,Mid-Sized Sedan
Hyundai,49800,13830,738,19-Nov-2016,1133,112792,2016,Auto,25199,13572,13572,52668,1591,93.8,1345,2,Mid-Sized Sedan
Audi,113000,17560,624,29-Mar-2019,1983,85649,2019,Auto,44778,29940,33916,36667,1395,110.0,1355,2,SUV
Honda,43800,15080,682,27-Apr-2016,916,135000,2015,Auto,18543,20600,10840,47300,1496,96.0,1190,3,SUV
Volkswagen,152500,18180,624,26-Mar-2021,2710,69899,2020,Auto,60347,29793,33711,47001,1395,110.0,1660,1,SUV
Audi,97000,18780,392,20-Feb-2018,1589,41895,2017,Auto,38533,27220,30108,40000,999,85.0,1315,2,SUV
Mercedes-Benz,192888,21980,586,19-Aug-2021,2563,56000,2021,Auto,74214,34472,40261,56001,1332,120.0,1485,1,SUV
Subaru,115500,17820,1208,27-Sep-2019,1861,84781,2019,Auto,34024,18329,18329,36901,1995,115.0,1591,1,SUV
Toyota,59800,15750,742,08-Dec-2016,1132,69317,2016,Auto,29645,19990,19990,52668,1598,90.0,1215,2,Mid-Sized Sedan
Honda,104000,17400,684,26-Nov-2018,1860,84500,2018,Auto,38121,26720,29408,31307,1498,127.0,1324,1,Mid-Sized Sedan
Mercedes-Benz,750888,86100,3922,09-Feb-2021,2654,23000,2020,Auto,215420,147929,238273,51900,3982,430.0,2560,2,SUV
Hyundai,26800,13570,959,26-Jul-2011,395,110000,2011,Auto,6546,11136,11136,16570,1591,95.6,1267,3,Mid-Sized Sedan
BMW,125800,16640,2834,21-Dec-2011,2735,105500,2011,Auto,35766,57145,57145,47316,2979,225.0,1775,4,Luxury Sedan
Toyota,61000,11070,1113,14-Apr-2009,2008,152889,2009,Auto,14429,16990,16990,26175,1598,80.0,1195,4,Mid-Sized Sedan
Toyota,111800,13070,682,20-Oct-2021,2929,26000,2021,Auto,48870,13767,13767,48000,1496,79.0,1085,1,Mid-Sized Sedan
Volvo,63888,15700,684,21-Dec-2016,1155,129000,2016,Auto,33153,25281,27394,48000,1498,90.0,1589,1,Luxury Sedan
Mercedes-Benz,135000,18540,740,11-Mar-2020,2340,69797,2019,Auto,46411,28512,31917,35010,1595,90.0,1435,2,Hatchback
Toyota,38800,17940,1210,27-Feb-2015,491,92000,2015,Auto,26014,25683,27957,76889,1998,109.0,1445,1,Luxury Sedan
Volvo,73800,17470,684,09-Feb-2017,1194,70000,2016,Auto,36369,27946,31125,48401,1498,90.0,1630,1,Stationwagon
Mitsubishi,53800,14190,738,07-Feb-2017,1192,138000,2016,Auto,25196,13106,13106,50101,1590,86.0,1284,1,Mid-Sized Sedan
Toyota,87800,19720,1196,05-Apr-2017,1250,48000,2016,Auto,43266,36535,38149,53001,1986,111.0,1610,1,SUV
Volkswagen,72800,16300,624,10-Oct-2017,1134,93000,2016,Auto,26575,23704,15186,41761,1395,92.0,1249,2,Hatchback
Mazda,57800,17080,1210,31-May-2016,940,138000,2015,Auto,28240,23891,25448,49700,1998,121.0,1528,1,SUV
BMW,74800,19870,684,11-Oct-2016,1095,98000,2016,Auto,35579,30895,30253,53001,1499,100.0,1430,3,SUV
BMW,59500,19580,684,26-Feb-2016,855,89000,2015,Auto,26632,27677,25748,46970,1499,100.0,1425,2,Luxury Sedan
Mercedes-Benz,115800,19610,588,03-Dec-2018,1857,82000,2018,Auto,38306,26870,29618,32900,1333,120.0,1375,1,Hatchback
Volkswagen,44800,16500,624,02-Mar-2016,859,104400,2015,Auto,16689,20481,10674,43000,1395,92.0,1249,2,Hatchback
Maserati,129000,20990,6065,23-Aug-2010,2220,107800,2010,Auto,24046,105511,105511,39129,4244,298.0,1880,6,Sports Car
Kia,64500,14130,738,21-Nov-2017,1490,44137,2017,Auto,26087,12717,12717,41761,1591,95.3,1295,2,Mid-Sized Sedan
Honda,84888,14890,682,22-Oct-2018,1826,121000,2018,Auto,30105,19857,19857,30209,1496,96.0,1191,2,SUV
Hyundai,64800,13280,238,19-Mar-2018,1618,60200,2018,Auto,17844,11641,11641,21830,1591,93.8,1345,1,Mid-Sized Sedan
Honda,98800,18150,684,12-Apr-2018,1641,80000,2017,Auto,41376,30007,34010,39000,1498,127.0,1322,3,Hatchback
Toyota,32800,17770,976,23-Jan-2015,457,116000,2014,Auto,20811,23454,19836,76889,1798,105.0,1360,2,MPV
Subaru,39800,16750,744,21-Aug-2015,365,122163,2015,Auto,19927,17192,17192,56209,1600,84.0,1480,2,SUV
Mercedes-Benz,87800,20930,740,24-Jan-2017,1188,106000,2016,Auto,41999,36344,37882,52807,1595,115.0,1435,1,SUV
Mitsubishi,57500,12250,506,06-Apr-2018,1616,89000,2018,Auto,17986,13896,5000,32259,1193,59.0,940,1,Mid-Sized Sedan
Volvo,41800,18540,1176,09-Feb-2015,464,129000,2014,Auto,28232,33666,34133,70890,1969,180.0,1722,2,SUV
Nissan,41800,17530,1210,06-Jul-2015,610,144000,2015,Auto,24890,21934,22708,74501,1997,106.0,1626,1,SUV
Honda,39800,17070,682,05-Nov-2015,735,89500,2015,Auto,16940,18902,8902,56001,1496,96.0,1190,2,SUV
Audi,42800,18910,1194,15-Dec-2014,429,132600,2014,Auto,31052,38524,40934,73900,1984,132.0,1565,2,Luxury Sedan
MINI,29500,17510,684,27-Feb-2015,491,59723,2014,Auto,15042,23969,10557,66751,1499,100.0,1175,2,Hatchback
Audi,134800,20500,1194,28-Mar-2019,1982,105000,2018,Auto,55622,38186,45461,41000,1984,140.0,1535,2,Luxury Sedan
Volkswagen,128800,15760,624,23-Apr-2021,2737,42000,2020,Auto,52394,19974,19974,49640,1395,92.0,1270,1,Hatchback
Mercedes-Benz,57800,19050,740,18-Apr-2016,917,107570,2015,Auto,22571,23253,19555,43000,1595,90.0,1395,1,Hatchback
Honda,46800,14720,578,01-Aug-2016,1001,66000,2016,Auto,22049,15913,10913,55200,1318,73.0,1040,1,Hatchback
Subaru,65800,16200,1208,18-May-2017,1312,149000,2017,Auto,29244,14835,14835,54406,1995,110.0,1591,2,SUV
Mazda,59800,16200,1210,24-Oct-2016,1098,92800,2016,Auto,31331,20840,21176,58201,1998,111.0,1535,1,MPV
BMW,56800,17820,684,28-Mar-2016,887,108000,2015,Auto,26953,27737,25832,46502,1499,100.0,1425,3,Luxury Sedan
Mercedes-Benz,57800,23360,740,08-Sep-2015,373,118000,2015,Auto,25124,28034,26248,55889,1595,90.0,1430,2,Luxury Sedan
Mercedes-Benz,42800,18540,740,27-Jul-2015,641,158018,2015,Auto,21014,22896,19055,58700,1595,90.0,1395,3,Hatchback
Honda,62800,15560,684,06-Jun-2017,1311,127400,2016,Auto,26374,16839,11839,51106,1498,96.0,1046,2,Hatchback
Maserati,230800,26690,6036,01-Jun-2012,3131,30000,2012,Auto,80970,125254,125254,93644,4691,331.0,1980,1,Sports Car
BMW,58800,19290,684,25-Feb-2016,854,114910,2015,Auto,24657,27737,25832,44001,1499,100.0,1425,2,Luxury Sedan
Mercedes-Benz,266800,27800,1202,29-Apr-2022,3108,17600,2022,Auto,124541,47002,57803,94889,1991,225.0,1755,1,SUV
Audi,321999,33050,2380,28-Feb-2022,3047,5921,2020,Auto,145614,65260,89468,93590,2995,260.0,1750,1,Sports Car
Mitsubishi,76800,16920,1210,24-Oct-2017,1463,65843,2017,Auto,31717,16933,16933,49189,1998,110.0,1365,1,SUV
Honda,55800,15100,682,03-Jan-2017,1158,97500,2016,Auto,25176,22848,13988,49751,1496,96.0,1190,1,SUV
Toyota,79800,14800,2457,06-Mar-2009,1953,161000,2008,Auto,17218,34314,34314,31933,2362,125.0,1730,2,MPV
Alfa,51800,16350,608,25-May-2016,944,116000,2016,Auto,23560,25603,17845,49000,1368,125.0,1310,2,Hatchback
Toyota,103800,16170,682,23-Sep-2019,1857,52200,2019,Auto,30754,23583,15017,32725,1496,80.0,1320,1,MPV
Audi,106800,16220,392,26-Aug-2019,1830,62000,2019,Auto,35960,22090,22926,31917,999,85.0,1280,2,Luxury Sedan
Hyundai,83800,13860,738,17-Apr-2019,2011,7731,2019,Auto,25633,14555,14555,26659,1591,93.8,1345,1,Mid-Sized Sedan
Toyota,84800,15020,682,29-Oct-2018,1833,68000,2018,Auto,27663,17705,17705,28457,1496,79.0,1325,1,MPV
Honda,86800,15620,682,13-Sep-2018,1492,57173,2018,Auto,29499,19612,19612,31997,1496,96.0,1191,1,SUV
Hyundai,89800,12870,742,27-Feb-2020,2316,78000,2019,Auto,32489,15220,15220,32999,1598,90.2,1289,1,SUV
Kia,19800,14340,1033,26-Feb-2010,490,166000,2009,Auto,4562,15754,15754,16519,1591,92.7,1232,4,Mid-Sized Sedan
Audi,108800,15780,1552,19-Nov-2010,2191,90000,2007,Auto,22697,30960,30960,32914,1984,147.0,1410,5,Sports Car
Nissan,55888,15050,508,12-Jan-2017,1186,89000,2016,Auto,25242,18725,13725,50101,1197,85.0,1285,1,SUV
Nissan,56800,12540,508,07-Feb-2018,1557,51000,2017,Auto,19469,13622,5000,36890,1198,58.0,1048,1,Hatchback
Porsche,132800,19500,4332,24-Jan-2011,2461,139000,2010,Auto,22863,107606,107606,33568,3605,300.0,1760,5,Sports Car
Nissan,58800,17050,1210,13-Jul-2016,1002,85000,2016,Auto,28220,22572,23601,51010,1997,106.0,1626,2,SUV
Honda,54800,14030,684,16-Mar-2017,1250,73000,2016,Auto,25616,18325,13325,49430,1497,88.0,1096,2,Mid-Sized Sedan
Toyota,69800,17000,974,07-Apr-2017,1252,81300,2016,Auto,32433,20642,20899,54000,1797,105.0,1350,2,MPV
Mercedes-Benz,39800,18250,740,23-Jun-2015,607,69000,2014,Auto,20624,25345,17483,64700,1595,90.0,1425,2,Hatchback
Suzuki,65800,10190,952,25-Mar-2010,2344,150000,2009,Auto,21444,12543,12543,33207,1490,74.0,1060,2,Hatchback
Volkswagen,23800,12680,868,26-Aug-2010,370,133000,2010,Auto,6041,22092,22092,16095,1390,118.0,1377,4,Mid-Sized Sedan
BMW,91800,22760,1210,29-Jun-2016,978,78000,2013,Auto,51428,48491,59888,57390,1997,180.0,1670,1,Luxury Sedan
Mercedes-Benz,75800,13640,4746,01-Jul-2009,2005,139000,2008,Auto,19685,94215,94215,35411,3498,200.0,1850,6,Luxury Sedan
Mercedes-Benz,139800,29470,2382,12-Jan-2016,821,91242,2015,Auto,101463,96961,146530,60001,2996,245.0,1935,2,Luxury Sedan
Mercedes-Benz,50800,20050,740,27-Aug-2015,371,92000,2015,Auto,24940,28034,26248,55889,1595,90.0,1430,2,Luxury Sedan
Volkswagen,37800,13570,620,30-Nov-2015,769,110000,2015,Auto,22496,17523,17523,56001,1390,90.0,1417,2,Mid-Sized Sedan
BMW,180000,21460,684,06-May-2021,2740,32500,2020,Auto,62579,30694,34972,48002,1499,80.0,1340,1,Hatchback
Audi,249800,32330,5047,13-Jan-2012,2795,44000,2011,Auto,41668,160959,160959,53932,4163,316.0,1665,6,Sports Car
Mazda,70800,14560,858,20-Aug-2008,1469,155700,2008,Auto,16630,26220,26220,34197,1308,158.0,1360,6,Sports Car
Hyundai,59800,11620,1107,12-Dec-2008,1855,130000,2008,Auto,15266,16943,16943,29670,1591,89.7,1314,2,Hatchback
Mercedes-Benz,198000,28710,4113,14-Oct-2010,2191,108000,2010,Auto,22697,102322,102322,32914,3498,200.0,1850,5,Luxury Sedan
Toyota,120800,29690,1792,13-Jan-2017,1187,110000,2015,Auto,49538,39987,47982,56340,2493,134.0,2000,3,MPV
Toyota,87800,16030,4650,06-Apr-2009,1976,114500,2008,Auto,18083,39791,39791,33018,3456,206.0,1970,4,MPV
Suzuki,83800,12150,957,31-May-2011,2191,72747,2010,Auto,22198,15825,15825,32190,1586,92.0,1100,2,Hatchback
BMW,178800,27670,1210,12-Mar-2018,1611,68000,2017,Auto,102745,78256,112861,54334,1998,190.0,1720,1,Luxury Sedan
Volkswagen,39800,13010,744,10-Nov-2011,1096,134800,2011,Auto,14225,25767,25767,23241,1390,118.0,1285,3,Sports Car
Audi,113800,15060,1552,24-Jun-2011,2735,170268,2010,Auto,35766,40664,40664,47316,1984,155.0,1550,6,Sports Car
Honda,32800,12830,767,07-Jun-2011,910,144200,2009,Auto,10808,19331,19331,21142,1339,73.0,1090,5,Hatchback
Honda,58800,16000,682,27-Oct-2016,1101,128105,2016,Auto,28749,23634,20088,51507,1496,96.0,1190,1,SUV
Kia,129800,13780,684,25-Jul-2022,3194,11000,2022,Auto,73344,17236,17236,68699,1497,84.7,1168,1,SUV
Honda,101800,12420,578,07-Oct-2021,2591,19000,2020,Auto,41325,16479,5000,47001,1317,72.0,1070,1,Hatchback
Mazda,55800,12210,50,20-Feb-2018,1589,61000,2018,Auto,12752,13533,5000,21200,1496,85.0,1102,1,Mid-Sized Sedan
Mazda,98989,12780,682,20-Oct-2020,2564,37000,2019,Auto,39374,18253,18253,36534,1496,85.0,1067,2,Hatchback
Nissan,57800,14230,508,28-Jul-2017,1372,57000,2017,Auto,21605,17532,7532,44002,1197,85.0,1265,1,Hatchback
Subaru,70300,15940,1798,29-Jun-2017,1343,60843,2017,Auto,33678,21488,22084,52000,2498,129.0,1684,1,SUV
Volkswagen,153800,20730,1194,27-Mar-2020,2346,37652,2020,Auto,50904,34004,39606,32801,1984,162.0,1790,1,MPV
Maserati,176888,21940,6036,16-Dec-2011,2921,41000,2011,Auto,48851,114252,114252,60586,4691,323.0,1980,5,Sports Car
Honda,38800,17030,578,28-Oct-2015,737,101421,2015,Auto,16413,12783,7783,57301,1317,73.0,1020,2,Hatchback
Porsche,139800,19220,4332,17-Jan-2011,2651,133000,2010,Auto,31047,106179,106179,42683,3605,300.0,1760,3,Sports Car
Honda,85800,12990,578,27-Feb-2020,2316,56800,2019,Auto,25318,15659,5659,32999,1317,73.0,1030,1,Hatchback
Toyota,78000,19440,1196,30-Dec-2016,1164,69650,2016,Auto,37743,31247,30746,55201,1986,111.0,1610,1,SUV
Volkswagen,164000,18940,624,24-May-2021,2768,26000,2020,Auto,73694,33732,39225,58089,1395,110.0,1660,1,SUV
Nissan,73900,17080,1210,09-May-2017,1283,68800,2016,Auto,35921,23955,25537,54000,1997,106.0,1626,1,SUV
Toyota,31980,14760,1458,10-Dec-2005,769,175000,2005,Auto,12959,21712,23884,59798,1794,97.0,1300,3,MPV
Mazda,31313,17000,1210,27-Mar-2015,521,120000,2015,Auto,17631,17969,12969,71889,1998,111.0,1535,2,MPV
Toyota,101800,12840,682,23-Feb-2021,2677,33809,2020,Auto,40936,14262,14262,41001,1496,79.0,1085,1,Mid-Sized Sedan
Mitsubishi,45800,15490,738,19-Apr-2016,918,133800,2015,Auto,19664,13425,13425,46009,1590,86.0,1284,2,Mid-Sized Sedan
Mazda,63800,14970,682,19-Jul-2017,1373,58937,2017,Auto,22809,19655,14655,35211,1496,88.0,1331,2,Mid-Sized Sedan
Porsche,108800,17210,4651,04-Feb-2010,2284,121000,2009,Auto,24073,74956,74956,38071,3598,213.0,2170,6,SUV
Mercedes-Benz,69800,24830,1202,22-Oct-2015,731,88000,2015,Auto,35014,36886,38641,58190,1991,135.0,1460,2,Luxury Sedan
Skoda,95800,14530,624,02-Sep-2019,1827,51555,2019,Auto,37929,20151,20212,38602,1395,110.0,1289,1,Mid-Sized Sedan
Toyota,298800,35490,3100,13-Jan-2021,2647,62000,2020,Auto,97118,61132,82038,49001,3456,221.0,2030,2,MPV
Audi,94800,16790,392,17-Aug-2018,1466,49633,2018,Auto,35025,24711,26596,33798,999,85.0,1280,1,Luxury Sedan
Audi,143000,24270,392,11-Mar-2019,1975,49000,2018,Auto,31462,22099,22939,26309,999,85.0,1280,1,Luxury Sedan
Toyota,169800,18770,1198,29-Nov-2021,2958,39600,2021,Auto,81153,30048,34068,68310,1987,127.0,1530,1,SUV
Mazda,58800,16560,1210,31-Aug-2016,730,68300,2016,Auto,29819,21318,21846,58201,1998,121.0,1454,2,Luxury Sedan
Opel,52800,13050,392,18-Aug-2017,1102,95000,2017,Auto,20212,19155,5000,44002,999,77.0,1188,2,Hatchback
BMW,159888,31910,2384,22-Nov-2016,1126,10333,2016,Auto,96030,82655,120779,56206,2998,240.0,1725,1,Luxury Sedan
Hyundai,90800,14180,738,19-Jul-2019,2103,44919,2019,Auto,29880,17825,17825,28589,1591,93.8,1345,1,Mid-Sized Sedan
Mitsubishi,49800,12990,506,01-Jun-2017,1306,69000,2016,Auto,22184,15247,5000,52000,1193,59.0,940,2,Hatchback
Audi,123800,17740,3094,12-Jan-2011,2220,63000,2010,Auto,24378,64437,64437,34935,2995,245.0,1755,5,Sports Car
Toyota,48000,15510,742,28-Mar-2016,887,106000,2015,Auto,22837,19589,19589,45000,1598,90.0,1205,3,Mid-Sized Sedan
BMW,93000,19880,684,17-Aug-2017,1101,133324,2017,Auto,42056,32765,32871,53711,1499,100.0,1425,1,Luxury Sedan
Toyota,65300,12110,2457,02-Mar-2009,1953,160000,2008,Auto,17218,28578,28578,31933,2362,118.0,1600,6,Mid-Sized Sedan
Nissan,52800,17600,508,18-May-2016,947,82900,2016,Auto,20359,18974,13974,46009,1197,85.0,1285,2,SUV
Toyota,42388,16250,742,12-Oct-2015,731,78000,2015,Auto,22864,19589,19589,55399,1598,90.0,1205,1,Mid-Sized Sedan
Mercedes-Benz,104800,24690,1202,08-Sep-2016,738,93800,2016,Auto,56338,52106,65791,57903,1991,135.0,1605,2,Luxury Sedan
Hyundai,41388,14360,738,16-Feb-2016,855,86000,2015,Auto,20098,15198,15198,46651,1591,97.0,1292,2,Mid-Sized Sedan
BMW,143000,17110,684,28-Nov-2020,2592,45609,2020,Auto,59145,35546,41765,39500,1499,103.0,1375,3,Luxury Sedan
Mercedes-Benz,180800,30730,1202,04-Jun-2018,1674,55000,2018,Auto,70878,57593,75668,38501,1991,280.0,1615,2,Stationwagon
Toyota,36888,17770,976,17-Apr-2015,551,155000,2015,Auto,21821,23454,19836,71889,1798,105.0,1360,2,MPV
Subaru,61800,14190,744,25-Aug-2017,1099,98000,2017,Auto,26992,13646,13646,46778,1600,84.0,1449,1,Mid-Sized Sedan
Porsche,251800,28850,3682,03-Sep-2012,3160,91000,2012,Auto,82945,81622,81622,95025,3436,232.0,1425,3,Sports Car
Subaru,85800,15160,1208,27-Dec-2018,1891,90272,2018,Auto,26250,13438,13438,31001,1995,110.0,1591,2,SUV
BMW,74800,21710,1210,26-Jan-2016,825,118800,2015,Auto,41454,41373,49923,50089,1997,135.0,1615,1,Luxury Sedan
Honda,63800,11380,1023,18-May-2009,2042,130000,2008,Auto,15631,18013,18013,27886,1496,81.0,1160,4,Stationwagon
Honda,78800,17820,684,04-Jul-2017,1338,82112,2017,Auto,33730,26873,24623,47501,1498,127.0,1324,2,Mid-Sized Sedan
Honda,76800,15430,682,11-Jun-2018,1700,68800,2017,Auto,23614,19427,9427,36426,1496,97.0,1130,2,Stationwagon
MINI,74800,16600,508,16-Nov-2017,1495,50000,2017,Auto,26489,22470,13458,41617,1198,75.0,1120,1,Hatchback
Volvo,129800,21900,1176,31-Aug-2018,1460,114000,2018,Auto,47622,38070,45298,32809,1969,187.0,1841,3,SUV
Maserati,354800,45890,5030,22-May-2019,2036,54000,2018,Auto,172552,123403,194126,52502,4691,338.0,1880,2,Sports Car
Peugeot,122800,15900,508,30-Sep-2020,2229,53411,2019,Auto,44714,22720,23808,38504,1199,96.0,1320,1,SUV
Volkswagen,78800,10900,806,14-Jan-2011,2616,149952,2010,Auto,26971,22092,22092,37303,1390,118.0,1377,2,Mid-Sized Sedan
Honda,75800,14370,578,05-Nov-2018,1830,64000,2018,Auto,19687,15812,5812,30209,1318,73.0,1052,1,Hatchback
Lexus,132988,21160,1198,01-Feb-2019,1916,89732,2018,Auto,48823,35007,41010,33989,1987,127.0,1485,1,SUV
Kia,88800,12420,70,06-Aug-2020,2466,14000,2020,Auto,16762,18064,8064,15699,998,88.3,1185,1,SUV
Toyota,72800,14500,682,02-Apr-2018,1612,69000,2017,Auto,27996,15677,15677,38000,1496,79.0,1100,1,Mid-Sized Sedan
BMW,189800,25160,1210,05-Jul-2019,2069,64000,2018,Auto,87732,66093,90968,34000,1998,185.0,1615,2,Luxury Sedan
BMW,46800,17480,684,30-Sep-2015,404,86800,2015,Auto,25800,26883,24637,62101,1499,100.0,1360,2,Hatchback
Mercedes-Benz,54800,18950,740,18-Jan-2016,827,85200,2015,Auto,26794,26023,23433,56001,1595,90.0,1425,3,Hatchback
Mercedes-Benz,138800,28580,2382,25-Jan-2016,824,103000,2015,Auto,101930,96961,146530,61103,2996,245.0,1935,2,Luxury Sedan
Volkswagen,60800,15500,976,13-Sep-2016,762,117839,2016,Auto,35229,31369,30917,57002,1798,132.0,1480,3,Luxury Sedan
Audi,57800,28920,2120,21-Jul-2014,270,92000,2013,Auto,40344,54772,70590,64889,2773,150.0,1730,2,Luxury Sedan
MINI,84000,10210,890,06-Mar-2012,2981,92000,2011,Auto,41620,18996,18996,50570,1598,72.0,1100,6,Hatchback
Volkswagen,109580,17550,624,31-Dec-2018,1885,116688,2018,Auto,42897,31231,35724,30851,1395,110.0,1498,2,SUV
BMW,135800,27880,1210,04-Aug-2017,1369,89500,2017,Auto,57279,47688,58764,50001,1998,185.0,1540,2,Sports Car
Toyota,132888,15970,742,25-May-2021,2769,39000,2021,Auto,48519,21568,22196,41801,1598,96.0,1315,1,Mid-Sized Sedan
Hyundai,121800,17540,738,30-Jan-2020,2289,49000,2019,Auto,40451,21581,22214,37705,1591,130.0,1594,2,SUV
Volkswagen,120800,18480,624,15-Aug-2019,1829,35900,2019,Auto,42261,23831,25364,39728,1395,110.0,1288,1,MPV
Toyota,28800,12450,965,11-May-2011,821,128800,2011,Auto,8819,15510,15510,19069,1598,90.0,1195,5,Mid-Sized Sedan
Kia,137800,15690,600,10-Nov-2021,2920,12000,2021,Auto,83290,21260,21764,82801,1353,103.0,1323,1,SUV
Volkswagen,81800,22390,1194,31-May-2016,940,103000,2016,Auto,40723,38172,45441,51010,1984,162.0,1550,2,Stationwagon
Mercedes-Benz,166328,27920,2382,28-Apr-2017,1282,117801,2016,Auto,106350,90290,134522,53300,2996,200.0,1940,2,Luxury Sedan
Mercedes-Benz,181800,21870,586,25-Nov-2020,2589,33000,2019,Auto,68114,42680,51752,41101,1332,120.0,1420,2,Luxury Sedan
Nissan,55928,16250,1210,28-Jun-2016,977,122864,2016,Auto,29639,22572,23601,57010,1997,106.0,1626,3,SUV
Toyota,30800,12790,965,08-Mar-2011,855,160000,2011,Auto,9970,15510,15510,20699,1598,90.0,1195,4,Mid-Sized Sedan
Toyota,55700,15350,742,26-Oct-2016,1100,83000,2016,Auto,26086,17982,17982,47300,1598,90.0,1205,2,Mid-Sized Sedan
Mitsubishi,78800,17050,1636,25-Oct-2017,1464,91200,2017,Auto,33327,19837,19837,48109,2360,123.0,1535,2,SUV
Lexus,47000,22190,1800,06-Aug-2014,276,121000,2014,Auto,34090,46806,57529,65002,2500,154.0,1640,2,Luxury Sedan
Mercedes-Benz,212800,21880,586,22-Jul-2022,3191,18055,2022,Auto,96685,35045,41063,74989,1332,96.0,1550,1,SUV
BMW,201800,21050,1210,08-Feb-2022,3018,25700,2021,Auto,103511,43427,52798,83911,1998,115.0,1490,1,Luxury Sedan
Mercedes-Benz,208800,24500,1202,19-Nov-2020,2593,60000,2020,Auto,80945,53920,69056,40989,1991,145.0,1640,1,Luxury Sedan
Mazda,44700,12720,682,31-Oct-2016,1095,85000,2016,Auto,23306,16628,11628,51506,1496,88.0,1321,3,Mid-Sized Sedan
Mercedes-Benz,73800,19950,740,27-Oct-2016,1101,96888,2016,Auto,32618,27886,26041,51506,1595,90.0,1430,1,Luxury Sedan
Toyota,113800,14560,682,29-Dec-2020,2623,44000,2019,Auto,42290,17335,17335,40556,1496,79.0,1325,2,MPV
Mazda,39700,12280,682,10-Aug-2016,1000,93000,2016,Auto,20766,14821,9821,52503,1496,85.0,1079,3,Mid-Sized Sedan
Toyota,131800,29190,1792,26-Jul-2017,1370,81500,2017,Auto,46411,35881,42234,50001,2493,134.0,1920,1,MPV
Ferrari,770000,138540,3796,15-Jul-2017,1369,34300,2017,Auto,341403,292081,497746,47501,3902,493.0,1565,5,Sports Car
Mazda,39700,12470,682,29-Jun-2016,978,87000,2016,Auto,21968,16610,11610,55200,1496,88.0,1321,3,Mid-Sized Sedan
Hyundai,96800,13970,738,25-Mar-2020,2344,25000,2019,Auto,30056,13203,13203,31210,1591,93.8,1345,1,Mid-Sized Sedan
Audi,67800,17640,392,25-Feb-2017,1219,125000,2016,Auto,27368,24582,16415,49430,999,85.0,1280,2,Luxury Sedan
Honda,34800,14190,1467,24-Mar-2006,883,168000,2006,Auto,12489,19294,21224,50932,1799,103.0,1219,2,Mid-Sized Sedan
Volvo,50800,14760,684,28-Jul-2016,1007,129000,2016,Auto,26244,22879,19031,53000,1498,90.0,1450,1,Hatchback
Mercedes-Benz,81800,21730,740,06-Dec-2016,1130,70000,2016,Auto,33423,28150,26410,51506,1595,90.0,1435,1,SUV
Kia,46800,12910,238,28-Sep-2016,767,59500,2016,Auto,19974,16971,16971,33000,1591,95.3,1295,1,Mid-Sized Sedan
BMW,298800,33580,2598,25-Sep-2012,2921,97000,2011,Manual,90835,54533,54533,102078,2979,250.0,1570,1,Sports Car
Subaru,41800,16790,1208,26-Oct-2015,735,101800,2015,Auto,21232,14948,14948,60001,1995,110.0,1566,2,SUV
Mercedes-Benz,89800,19660,740,09-Jun-2017,1314,110000,2016,Auto,43058,34702,35583,54405,1595,115.0,1430,3,Stationwagon
Subaru,42800,17780,1210,10-Sep-2015,365,108000,2015,Auto,21245,17385,17385,61001,1998,177.0,1682,2,SUV
Honda,43800,15370,684,30-Mar-2016,889,128200,2016,Auto,18127,16698,11698,45000,1498,96.0,1046,3,Hatchback
Mercedes-Benz,53800,18090,740,15-Feb-2016,854,102350,2015,Auto,27439,25384,22538,59200,1595,90.0,1425,3,Hatchback
Toyota,91800,13980,742,31-Jul-2019,2095,88800,2019,Auto,31414,20881,21234,26667,1598,96.0,1230,1,Mid-Sized Sedan
Subaru,58800,13310,744,07-Sep-2017,1102,98988,2017,Auto,25542,13492,13492,42900,1600,84.0,1449,3,Hatchback
