Brand,Price,Depreciation,Road Tax,Registration Date,COE Left,Mileage,Manufacture Year,Transmission,Deregistration,OMV,ARF,COE Price,Engine Capacity,Power,Curb Weight,No. Of Owners,Vehicle Type
Audi,290800,67490,4206,30-Jun-2016,979,58000,2013,Auto,141999,134660,214388,49700,4163,316.0,1660,4,Sports Car
Mercedes-Benz,163800,27360,1202,28-Dec-2017,1527,71000,2017,Auto,90493,69396,96913,54334,1991,180.0,1685,1,Sports Car
Honda,39888,21010,1210,03-Dec-2014,397,132060,2014,Auto,25720,28250,31550,72890,1997,114.0,1530,1,Luxury Sedan
MG,121000,15990,680,30-Sep-2020,2229,86000,2020,Auto,42764,18931,18931,41001,1490,119.0,1563,1,SUV
Toyota,59800,20020,1196,18-Jan-2016,827,88000,2015,Auto,30778,29683,28557,60001,1986,111.0,1610,3,SUV
Toyota,68800,10910,1039,28-Jan-2010,2287,115042,2009,Auto,20405,17853,17853,32368,1598,80.0,1195,4,Mid-Sized Sedan
BMW,124800,17920,684,25-Jul-2019,2099,92523,2019,Auto,54336,35726,42017,39406,1499,103.0,1430,1,SUV
BMW,50000,17800,1812,27-Oct-2006,1001,160000,2006,Auto,14499,41782,45961,51630,1995,110.0,1395,2,Luxury Sedan
Mercedes-Benz,171800,24070,1202,10-Oct-2019,1864,78200,2019,Auto,65022,44771,54680,40001,1991,155.0,1735,1,SUV
Ford,74800,15430,1212,14-Aug-2017,1098,36000,2016,Auto,39354,27854,30996,50101,1999,177.0,1712,1,Luxury Sedan
BMW,229800,27460,2362,09-Nov-2019,2199,50000,2018,Auto,118451,85263,125474,40009,2979,225.0,2105,2,SUV
Subaru,133988,15480,1208,08-Dec-2021,2957,12500,2021,Auto,65851,15169,15169,70002,1995,115.0,1489,1,SUV
Mercedes-Benz,28800,17720,740,02-Dec-2014,396,141791,2014,Auto,17128,25004,17006,67889,1595,90.0,1425,3,Hatchback
Audi,62800,18640,624,28-Mar-2016,887,92602,2015,Auto,31984,29832,33765,47604,1395,110.0,1480,3,SUV
Jaguar,193800,20320,1210,06-Apr-2022,3076,21000,2019,Auto,110209,35980,42372,99010,1997,184.0,1679,1,Luxury Sedan
Land,199800,33650,2380,29-Sep-2017,1133,36000,2017,Auto,105513,89117,132411,49012,2995,280.0,1884,2,SUV
